,0
5344,"-117.63568000000001,34.134741"
5345,"-117.255999,34.22807"
5346,"-117.2557,34.227939"
5347,"-117.39278300000001,33.729873"
5348,"-117.549353,33.880534999999995"
5349,"-117.45850300000001,34.136563"
5350,"-117.361097,33.715057"
5351,"-117.302489,34.123218"
5352,"-117.151398,34.208338"
5353,"-117.171428,33.766740999999996"
5354,"-117.278377,34.229535"
5355,"-117.571523,34.027633"
5356,"-117.27986399999999,33.887479"
5357,"-117.550444,34.031825"
5358,"-117.30273400000002,34.117281"
5359,"-117.03589099999999,34.224732"
5360,"-117.25449099999999,34.121308"
5361,"-117.258349,34.230491"
5362,"-117.245682,34.226624"
5363,"-117.68592,34.128994"
5364,"-117.27942,34.144809"
5365,"-117.447603,33.911485"
5366,"-117.370668,34.135740999999996"
5367,"-117.39201100000001,34.135681"
5368,"-117.714053,33.987742"
5369,"-117.46445200000001,33.75926"
5370,"-116.973777,34.244603000000005"
5371,"-116.741102,34.209697"
5372,"-117.59529099999999,34.067091"
5373,"-117.743876,34.018464"
5374,"-117.305577,34.145878"
5375,"-117.221405,33.787428000000006"
5376,"-117.48954499999999,34.019575"
5377,"-117.226207,33.939766"
5378,"-117.31269099999999,34.065337"
5379,"-117.685166,34.076305"
5380,"-117.25483200000001,33.940985999999995"
5381,"-117.483599,33.89667"
5382,"-117.29678600000001,34.078893"
5383,"-117.412975,34.209833"
5384,"-117.158184,33.960857"
5385,"-117.245145,33.829572"
5386,"-117.298022,34.065145"
5387,"-117.341677,33.695278"
5388,"-117.156681,33.946378"
5389,"-117.261454,34.064318"
5390,"-117.291587,33.944829"
5391,"-117.236478,34.066499"
5392,"-116.866147,34.265267"
5393,"-117.227143,33.992151"
5394,"-117.65081399999998,34.069589"
5395,"-117.230364,34.066503999999995"
5396,"-117.23239299999999,33.982696000000004"
5397,"-117.377605,33.962844"
5398,"-117.19995800000001,33.844715"
5399,"-117.301925,34.087575"
5400,"-117.3428,34.015552"
5401,"-117.368916,33.998189"
5402,"-117.60576100000002,34.068775"
5403,"-117.211343,33.780662"
5404,"-117.148995,34.188296"
5405,"-117.54866899999999,33.971454"
5406,"-116.80113,34.29717"
5407,"-117.64501399999999,33.886129"
5408,"-117.454175,34.344896999999996"
5409,"-117.451982,33.749363"
5410,"-117.45715600000001,34.298615999999996"
5411,"-117.45646,33.872415999999994"
5412,"-117.73318799999998,34.011043"
5413,"-117.69468300000001,33.972873"
5414,"-117.755945,33.66146"
5415,"-117.31305900000001,33.960881"
5416,"-117.46035,33.829244"
5417,"-117.71378999999999,33.98778"
5418,"-117.71176100000001,33.985655"
5419,"-117.24233899999999,34.224626"
5420,"-117.846993,33.752777"
5421,"-118.00272199999999,33.743113"
5422,"-117.241854,34.003709"
5423,"-117.593422,34.067494"
5424,"-117.124628,33.878015000000005"
5425,"-117.59943899999999,33.40748"
5426,"-117.388719,33.94623"
5427,"-117.73785900000001,34.014654"
5428,"-117.17955400000001,33.830719"
5429,"-117.35221000000001,34.000782"
5430,"-117.87475500000001,33.662437"
5431,"-117.727921,34.005776000000004"
5432,"-117.31551999999999,34.138239"
5433,"-117.48040300000001,34.019304999999996"
5434,"-117.793327,33.718505"
5435,"-117.711592,33.867058"
5436,"-117.859402,33.642272"
5437,"-117.786501,33.866495"
5438,"-117.818471,33.847438000000004"
5439,"-117.852297,33.635172"
5440,"-118.083132,33.774297999999995"
5441,"-118.015096,33.85606"
5442,"-117.901775,33.688036"
5443,"-117.75958899999999,33.591101"
5444,"-117.66603700000002,33.673728999999994"
5445,"-117.85328999999999,33.635311"
5446,"-117.66062600000001,33.671572999999995"
5447,"-117.60871100000001,33.424534"
5448,"-118.019768,33.756904999999996"
5449,"-118.024285,33.761114"
5450,"-117.73273700000001,33.699672"
5451,"-117.90428100000001,33.656261"
5452,"-117.850375,33.733661"
5453,"-117.503824,33.590632"
5454,"-117.45836899999999,33.601957"
5455,"-117.631697,33.445653"
5456,"-117.94168400000001,33.836048999999996"
5457,"-117.87546299999998,33.779955"
5458,"-117.27287199999999,34.144999"
5459,"-117.84223,33.630828"
5460,"-117.43625,34.359049"
5461,"-117.43828799999999,34.353017"
5462,"-117.514426,34.018404"
5463,"-117.835228,33.628890000000006"
5464,"-117.974135,33.853697"
5465,"-118.37023799999999,33.914278"
5466,"-118.46733799999998,34.289093"
5467,"-118.806874,34.149626"
5468,"-118.085347,34.148517"
5469,"-119.3018,34.278310999999995"
5470,"-118.188483,34.143984"
5471,"-118.440754,34.26531"
5472,"-118.136678,34.032854"
5473,"-117.18494799999999,34.061679999999996"
5474,"-117.644993,33.882567"
5475,"-117.79514099999999,33.766751"
5476,"-117.725199,33.610025"
5477,"-117.27242199999999,33.851541999999995"
5478,"-117.20085900000001,34.130972"
5479,"-117.875487,33.661982"
5480,"-117.887883,33.789383"
5481,"-117.704929,33.628495"
5482,"-117.814322,33.555761"
5483,"-117.42323799999998,33.620553"
5484,"-117.82549399999999,33.564198"
5485,"-117.491499,33.592868"
5486,"-117.464023,33.59695"
5487,"-117.753049,33.780735"
5488,"-118.090374,33.785247999999996"
5489,"-117.786198,33.86269"
5490,"-117.257364,34.143352"
5491,"-117.718254,34.030217"
5492,"-117.121125,33.919381"
5493,"-117.438556,33.858115999999995"
5494,"-117.378955,34.002496"
5495,"-117.525972,34.111208000000005"
5496,"-117.70828200000001,34.029569"
5497,"-116.90901699999999,34.263073"
5498,"-117.335155,33.975621999999994"
5499,"-117.36836299999999,33.997840999999994"
5500,"-116.82593500000002,34.240522999999996"
5501,"-119.04285300000001,37.635674"
5502,"-117.466748,34.084777"
5503,"-117.14781,33.786716"
5504,"-117.127301,34.215061999999996"
5505,"-117.35308799999999,33.883336"
5506,"-117.51784599999999,33.886183"
5507,"-117.489415,33.895352"
5508,"-116.90606100000001,34.085102"
5509,"-117.22638500000001,33.939646999999994"
5510,"-117.44961699999999,34.260954"
5511,"-117.68478,33.959458000000005"
5512,"-117.071836,34.241453"
5513,"-117.069549,34.010713"
5514,"-117.880273,33.784473"
5515,"-117.846869,33.63224"
5516,"-117.76144099999999,33.65141"
5517,"-117.868785,33.687566"
5518,"-117.743656,33.870378"
5519,"-117.80725,33.728094"
5520,"-117.735421,33.870851"
5521,"-117.83135,33.846387"
5522,"-117.751221,33.649062"
5523,"-117.712042,33.575685"
5524,"-117.834177,33.759938"
5525,"-117.98938700000001,33.730143"
5526,"-117.897448,33.663102"
5527,"-117.795229,33.663267"
5528,"-117.976919,33.854641"
5529,"-117.26061100000001,34.230493"
5530,"-117.340848,34.134941"
5531,"-117.97270400000001,33.852340999999996"
5532,"-117.62876000000001,33.565472"
5533,"-117.54226399999999,33.573814"
5534,"-117.876402,33.847272"
5535,"-117.209128,33.779373"
5536,"-116.853022,34.260599"
5537,"-116.90162099999999,34.0831"
5538,"-117.61327299999999,33.879445000000004"
5539,"-116.817077,34.252767999999996"
5540,"-116.97765600000001,34.242451"
5541,"-117.21884399999999,34.066720000000004"
5542,"-117.2644,34.233506"
5543,"-116.863332,34.242521"
5544,"-117.233949,33.941161"
5545,"-117.219089,33.785748999999996"
5546,"-117.333102,34.164415000000005"
5547,"-117.291219,34.217366999999996"
5548,"-117.475123,34.311811"
5549,"-117.523676,34.067842"
5550,"-118.311849,34.153171"
5551,"-118.408584,34.216302"
5552,"-118.555201,34.358533"
5553,"-118.279016,34.147044"
5554,"-118.475706,34.39093"
5555,"-118.179061,33.918214"
5556,"-118.30469699999999,33.931016"
5557,"-118.195971,34.109471"
5558,"-118.24691899999999,34.111429"
5559,"-118.58895,34.404348999999996"
5560,"-118.481596,34.110597"
5561,"-118.02788600000001,34.034442999999996"
5562,"-117.85006000000001,33.967953"
5563,"-118.292993,33.831578"
5564,"-117.86638899999998,33.951007000000004"
5565,"-118.43484,34.155555"
5566,"-118.207518,33.783262"
5567,"-118.34829199999999,33.934566"
5568,"-118.452196,34.055696000000005"
5569,"-118.28817,34.078664"
5570,"-118.798468,34.056219"
5571,"-118.55027,34.173596"
5572,"-118.55051200000001,34.372585"
5573,"-117.693901,34.083684000000005"
5574,"-118.204024,34.024683"
5575,"-118.51478200000001,34.338665"
5576,"-118.325249,34.104853000000006"
5577,"-117.72728500000001,34.02511"
5578,"-118.28961399999999,33.85901"
5579,"-118.190694,33.876278000000006"
5580,"-117.84164299999999,33.980676"
5581,"-118.164992,34.061221999999994"
5582,"-117.86116499999999,33.99811"
5583,"-118.400535,33.989754"
5584,"-118.215175,34.046274"
5585,"-117.79961100000001,34.06832"
5586,"-118.28080700000001,34.152023"
5587,"-117.81958600000002,34.092925"
5588,"-118.47298500000001,34.23251"
5589,"-118.19361299999998,34.204043"
5590,"-118.481346,34.119170000000004"
5591,"-118.205676,33.856072999999995"
5592,"-118.41390600000001,34.006621"
5593,"-118.17043899999999,34.018784000000004"
5594,"-118.17754599999999,34.034578"
5595,"-118.212128,33.926027000000005"
5596,"-118.170491,34.733208000000005"
5597,"-118.49685,34.167997"
5598,"-117.868191,34.119752000000005"
5599,"-118.24266899999999,33.940486"
5600,"-118.04243500000001,34.04913"
5601,"-118.102873,33.928482"
5602,"-118.17063200000001,34.751754999999996"
5603,"-118.018002,34.029617"
5604,"-118.15921399999999,34.011747"
5605,"-118.224777,34.082042"
5606,"-118.17325600000001,34.060165000000005"
5607,"-117.95593500000001,34.003504"
5608,"-118.081007,34.391577000000005"
5609,"-117.907648,34.070012"
5610,"-118.28558100000001,33.842043"
5611,"-118.38368200000001,34.275828000000004"
5612,"-118.24758,34.061165"
5613,"-118.131674,34.181616"
5614,"-118.12149,34.178474"
5615,"-118.12149099999999,34.164029"
5616,"-117.755622,34.072365999999995"
5617,"-118.294027,33.928833000000004"
5618,"-118.62524199999999,34.461351"
5619,"-118.214895,33.876098999999996"
5620,"-117.84911699999999,33.968449"
5621,"-118.073626,34.114241"
5622,"-118.26525,34.01106"
5623,"-118.187009,34.040523"
5624,"-118.48154699999999,34.241919"
5625,"-118.325648,33.92508"
5626,"-118.165072,34.062593"
5627,"-118.29155700000001,34.037039"
5628,"-118.300302,33.92731"
5629,"-118.290967,33.752146"
5630,"-118.542955,34.350303000000004"
5631,"-118.401349,34.186293"
5632,"-118.17893000000001,33.917603"
5633,"-118.18735,33.898244"
5634,"-118.28008799999999,33.775858"
5635,"-118.200208,34.206533"
5636,"-118.220152,34.037395000000004"
5637,"-118.368544,33.939032"
5638,"-118.0679,33.876506"
5639,"-121.261878,38.587778"
5640,"-118.27583,33.885721000000004"
5641,"-118.51853100000001,34.171071999999995"
5642,"-118.15885800000001,33.809987"
5643,"-118.18688799999998,34.237567"
5644,"-118.005073,34.135553"
5645,"-118.627422,34.502158"
5646,"-118.344994,33.876969"
5647,"-117.81085800000001,34.074484000000005"
5648,"-118.798897,34.765469"
5649,"-118.40006699999999,34.184306"
5650,"-118.43831200000001,34.259611"
5651,"-118.25573899999999,34.057395"
5652,"-118.256022,34.0571"
5653,"-118.1399,34.487594"
5654,"-118.444464,34.414633"
5655,"-118.68602299999999,34.566671"
5656,"-118.786948,34.118458000000004"
5657,"-118.441029,34.262819"
5658,"-117.909745,33.994142"
5659,"-118.37538700000002,33.929614"
5660,"-118.45428899999999,34.265778000000005"
5661,"-118.40900800000001,34.289637"
5662,"-118.16923600000001,33.964363"
5663,"-118.39530500000001,33.988554"
5664,"-118.09733700000001,33.861903000000005"
5665,"-118.09559099999998,34.155165000000004"
5666,"-118.094173,34.152664"
5667,"-118.488127,34.314646"
5668,"-118.55758600000001,34.274601000000004"
5669,"-118.443099,34.31888"
5670,"-118.170477,33.949745"
5671,"-118.338296,34.034713"
5672,"-118.290726,33.797818"
5673,"-118.413261,34.293644"
5674,"-118.279798,34.152728"
5675,"-118.72448899999999,34.138031"
5676,"-118.66206499999998,34.28022"
5677,"-118.08981200000001,33.953511"
5678,"-118.584603,34.425336"
5679,"-118.225848,34.029121999999994"
5680,"-118.347474,33.998975"
5681,"-118.61461299999999,34.451639"
5682,"-118.27924399999999,33.960015999999996"
5683,"-117.93608300000001,34.072502"
5684,"-118.505532,34.342119"
5685,"-118.407825,34.232378000000004"
5686,"-118.41911,34.427325"
5687,"-118.473324,34.218089"
5688,"-117.83998100000001,34.00158"
5689,"-117.83426999999999,34.001419"
5690,"-117.85451699999999,33.961017"
5691,"-117.896156,33.98782"
5692,"-118.282399,34.152223"
5693,"-118.142517,33.877225"
5694,"-117.786933,34.120146999999996"
5695,"-118.24958600000001,33.928512"
5696,"-118.274529,34.030481"
5697,"-118.391916,33.981239"
5698,"-117.585854,34.03071"
5699,"-118.249197,34.109297"
5700,"-118.269558,33.921282"
5701,"-118.382471,34.226489"
5702,"-118.25016299999999,34.170593"
5703,"-118.36834099999999,33.929839"
5704,"-117.79099699999999,34.072253"
5705,"-118.370131,33.929784999999995"
5706,"-118.024525,33.924996"
5707,"-118.081907,33.803053000000006"
5708,"-118.215496,34.211473"
5709,"-118.367554,34.153197"
5710,"-118.41597800000001,34.238853000000006"
5711,"-118.300261,33.944077"
5712,"-118.278772,34.152963"
5713,"-118.379205,34.036811"
5714,"-118.237023,33.928026"
5715,"-117.860546,34.068498"
5716,"-118.479279,34.122978"
5717,"-117.82019299999999,34.117539"
5718,"-118.23201100000001,34.164978999999995"
5719,"-118.198494,34.018827"
5720,"-118.571224,34.446585999999996"
5721,"-118.36919099999999,33.920466999999995"
5722,"-118.136771,34.488149"
5723,"-118.13965800000001,34.487564"
5724,"-118.09055500000001,33.935227000000005"
5725,"-118.474823,34.088640000000005"
5726,"-117.87485,33.993790999999995"
5727,"-118.055218,33.920826"
5728,"-118.325907,34.255801"
5729,"-118.079434,33.966334"
5730,"-118.27968500000001,33.94103"
5731,"-118.288351,34.235409000000004"
5732,"-117.955444,34.020384"
5733,"-118.105899,34.072134999999996"
5734,"-118.27542700000001,33.875294"
5735,"-118.41983400000001,34.031678"
5736,"-118.28739399999999,33.809489"
5737,"-118.27878899999999,34.14528"
5738,"-118.32056599999999,34.469421999999994"
5739,"-118.143427,34.671276"
5740,"-118.001673,34.294996999999995"
5741,"-117.693472,34.123421"
5742,"-118.2285,34.211883"
5743,"-118.166082,33.949181"
5744,"-117.80651100000001,34.06479"
5745,"-117.87268999999999,34.015574"
5746,"-118.319749,34.186617"
5747,"-118.295882,33.95791"
5748,"-117.90375800000001,34.00566"
5749,"-118.63496699999999,34.267301"
5750,"-117.855173,34.069463"
5751,"-117.760168,34.029477"
5752,"-118.307456,34.175954"
5753,"-118.214253,34.058126"
5754,"-118.061002,34.005542999999996"
5755,"-118.061664,34.004779"
5756,"-117.80525800000001,34.060708"
5757,"-118.27031399999998,33.901952"
5758,"-118.28057,33.952622"
5759,"-118.229,34.1481"
5760,"-118.15771799999999,34.674741999999995"
5761,"-118.26531499999999,33.916349"
5762,"-118.59281499999999,34.101364000000004"
5763,"-118.187816,33.876705"
5764,"-117.80323200000001,34.066814"
5765,"-118.60205800000001,34.093379"
5766,"-118.537175,34.34925"
5767,"-118.023223,33.924138"
5768,"-118.358728,34.4475"
5769,"-118.08159599999999,33.808505"
5770,"-118.346322,34.127989"
5771,"-118.309183,34.093578"
5772,"-118.645432,34.081252"
5773,"-118.394907,33.971682"
5774,"-118.348257,33.939107"
5775,"-118.28040700000001,33.853126"
5776,"-118.461092,34.159355"
5777,"-118.464307,34.073892"
5778,"-118.141815,34.60172"
5779,"-117.88937800000001,34.12077"
5780,"-118.453911,34.027658"
5781,"-118.04624199999999,34.076584999999994"
5782,"-118.212516,34.144906"
5783,"-118.28394899999999,34.152212"
5784,"-118.567637,34.041757000000004"
5785,"-118.49086799999999,34.012792"
5786,"-118.48889299999999,34.013036"
5787,"-117.690678,34.378926"
5788,"-118.87336599999999,34.088557"
5789,"-117.98538500000001,34.016738000000004"
5790,"-118.217541,33.973411"
5791,"-118.096975,34.561719000000004"
5792,"-118.37854899999999,33.880907"
5793,"-118.394774,33.981108"
5794,"-118.452826,34.27655"
5795,"-118.23781699999999,34.834671"
5796,"-117.986297,34.139445"
5797,"-118.368693,33.916323999999996"
5798,"-118.170846,34.812785999999996"
5799,"-118.31316100000001,33.923324"
5800,"-118.870313,34.062773"
5801,"-118.384426,34.433908"
5802,"-117.487625,33.89715"
5803,"-117.206528,34.248806"
5804,"-116.834023,34.335347999999996"
5805,"-117.693473,34.123422"
5806,"-117.435497,34.067424"
5807,"-116.859344,34.260484000000005"
5808,"-117.113666,34.20797"
5809,"-116.86116499999999,34.262437"
5810,"-117.292758,34.106438"
5811,"-117.40581200000001,33.733315000000005"
5812,"-116.8033,34.299611"
5813,"-117.365475,34.193874"
5814,"-117.193389,34.249005"
5815,"-116.835067,34.259142"
5816,"-116.837355,34.261195"
5817,"-117.193192,34.24814"
5818,"-116.83609799999999,34.274190000000004"
5819,"-117.29043,33.884712"
5820,"-117.497451,34.134848"
5821,"-117.176658,34.251375"
5822,"-117.239278,34.223924"
5823,"-117.164153,34.055214"
5824,"-116.90633500000001,34.084663"
5825,"-117.375253,33.970455"
5826,"-116.774914,34.22983"
5827,"-118.52443500000001,35.486065"
5828,"-117.48458400000001,34.065888"
5829,"-117.36991100000002,33.998591"
5830,"-116.89483,34.081744"
5831,"-117.191179,33.815746000000004"
5832,"-117.47726399999999,34.136608"
5833,"-117.26541599999999,33.875479"
5834,"-116.854626,34.241912"
5835,"-116.857101,34.239242"
5836,"-117.656448,33.926425"
5837,"-117.28715,34.211034999999995"
5838,"-117.21456599999999,34.230449"
5839,"-117.67783,33.952571"
5840,"-117.190077,33.939152"
5841,"-117.287603,33.837224"
5842,"-117.353692,33.834358"
5843,"-117.394723,33.941913"
5844,"-117.209349,34.257646"
5845,"-117.32242600000001,34.019283"
5846,"-117.196572,34.063179999999996"
5847,"-117.296599,34.063775"
5848,"-117.109389,34.207646000000004"
5849,"-117.546525,34.055501"
5850,"-117.293292,34.106439"
5851,"-117.481871,34.148224"
5852,"-117.72430800000001,34.001159"
5853,"-117.18936399999998,34.235096999999996"
5854,"-117.23486000000001,34.252347"
5855,"-117.355524,34.021537"
5856,"-117.72806399999999,34.005587"
5857,"-117.184124,34.246963"
5858,"-117.585017,34.135734"
5859,"-117.257127,34.143324"
5860,"-117.22855,33.792221999999995"
5861,"-117.60169099999999,34.030444"
5862,"-117.393073,33.726905"
5863,"-117.384674,33.712481"
5864,"-117.165803,34.229034000000006"
5865,"-117.435957,33.944576"
5866,"-117.60449799999999,33.858189"
5867,"-118.04643899999999,34.069715"
5868,"-117.628505,34.104771"
5869,"-117.541894,34.019233"
5870,"-117.4327,33.920115"
5871,"-117.27039599999999,33.837336"
5872,"-117.367327,33.98252"
5873,"-117.53735900000001,34.018458"
5874,"-117.30195400000001,34.096662"
5875,"-117.44039099999999,34.067253"
5876,"-117.30315300000001,34.105993"
5877,"-117.44299699999999,34.06706"
5878,"-117.356895,33.992153"
5879,"-117.392164,33.943753"
5880,"-117.386026,33.948991"
5881,"-117.33595700000001,34.067382"
5882,"-117.236571,34.238131"
5883,"-117.205272,34.253514"
5884,"-117.53058899999999,34.067239"
5885,"-117.290176,34.228493"
5886,"-117.29470400000001,34.243352"
5887,"-117.195986,34.246903"
5888,"-116.911468,34.083021"
5889,"-121.26121,38.587641999999995"
5890,"-117.747468,33.777008"
5891,"-117.880302,33.922077"
5892,"-117.484225,33.896662"
5893,"-117.14096599999999,34.184864000000005"
5894,"-117.583226,33.512831"
5895,"-118.08595600000001,33.774924"
5896,"-117.880288,33.851994"
5897,"-117.881082,33.678146000000005"
5898,"-117.396399,34.06132"
5899,"-117.523703,33.825285"
5900,"-117.74280800000001,33.646588"
5901,"-117.675256,33.473526"
5902,"-117.998145,33.873424"
5903,"-117.521285,33.586644"
5904,"-117.905149,33.687888"
5905,"-117.989469,33.736684000000004"
5906,"-117.76852199999999,33.690513"
5907,"-117.94243600000001,33.76593"
5908,"-117.922215,33.767192"
5909,"-117.75601100000002,33.673362"
5910,"-117.735902,33.644974"
5911,"-117.896529,33.778576"
5912,"-117.831147,33.787091"
5913,"-117.74168,33.772065999999995"
5914,"-117.967998,33.765712"
5915,"-118.44893799999998,34.265783"
5916,"-119.418423,34.343557000000004"
5917,"-119.328402,34.288118"
5918,"-118.402446,34.231453"
5919,"-118.504699,34.333113"
5920,"-118.336052,34.153025"
5921,"-118.450506,34.274825"
5922,"-118.454834,34.278155"
5923,"-117.769327,33.737462"
5924,"-117.78384199999999,33.723112"
5925,"-117.757849,33.651291"
5926,"-117.733654,33.644183"
5927,"-117.721576,33.768462"
5928,"-117.832476,33.747168"
5929,"-117.504713,33.590709999999994"
5930,"-117.80296299999999,33.724787"
5931,"-117.731007,33.64053"
5932,"-117.631583,33.562787"
5933,"-117.667824,33.747363"
5934,"-117.51394499999999,33.590979"
5935,"-117.92695,33.827795"
5936,"-117.835232,33.726219"
5937,"-118.012426,33.774452000000004"
5938,"-118.00814299999999,33.871638"
5939,"-117.608173,33.423043"
5940,"-117.976146,33.855903000000005"
5941,"-117.51123500000001,33.592763"
5942,"-117.847724,33.775368"
5943,"-117.84696699999999,33.748098999999996"
5944,"-117.87730900000001,33.778802"
5945,"-117.75197800000001,33.590635999999996"
5946,"-117.75940800000001,33.591928"
5947,"-117.550079,33.533755"
5948,"-117.95378999999998,33.704443"
5949,"-117.79770800000001,33.779537"
5950,"-117.802144,33.782426"
5951,"-117.815266,33.851995"
5952,"-117.88779699999999,33.778867"
5953,"-117.97883799999998,33.855573"
5954,"-117.801705,33.709868"
5955,"-117.877278,33.850084"
5956,"-117.754034,33.64989"
5957,"-117.995172,33.736598"
5958,"-117.67281200000001,33.546865999999994"
5959,"-117.709718,33.575229"
5960,"-117.843274,33.676805"
5961,"-117.817881,33.667958"
5962,"-117.844598,33.671825"
5963,"-117.988049,33.79514"
5964,"-117.716783,33.854512"
5965,"-117.785444,33.758712"
5966,"-117.65591599999999,33.670111999999996"
5967,"-117.722385,33.581638"
5968,"-117.75548799999999,33.671485"
5969,"-117.640201,33.545668"
5970,"-117.83079,33.772218"
5971,"-117.742777,33.788278000000005"
5972,"-118.088206,33.791333"
5973,"-118.039727,33.774583"
5974,"-116.905942,34.084725"
5975,"-116.88838,34.243373999999996"
5976,"-117.660374,33.876222"
5977,"-114.75643400000001,34.881403999999996"
5978,"-117.600518,33.410148"
5979,"-117.310705,34.064890999999996"
5980,"-117.506192,34.12761"
5981,"-116.97441,34.244483"
5982,"-116.975821,34.243788"
5983,"-117.55748700000001,33.894313000000004"
5984,"-117.719972,33.994406"
5985,"-116.787699,34.263555"
5986,"-116.904397,34.085246999999995"
5987,"-117.726803,34.004321999999995"
5988,"-117.32253700000001,33.851205"
5989,"-117.43683300000001,34.181864000000004"
5990,"-117.077133,34.237928000000004"
5991,"-117.193454,34.249006"
5992,"-117.598169,34.125552"
5993,"-117.29782800000001,34.058818"
5994,"-117.215933,34.230796000000005"
5995,"-117.47878999999999,34.15033"
5996,"-117.576172,34.067414"
5997,"-116.90915,34.084542"
5998,"-116.89925500000001,34.083121999999996"
5999,"-116.84588500000001,34.234208"
6000,"-117.254319,33.850437"
6001,"-117.255625,33.853433"
6002,"-117.1812,34.184706"
6003,"-116.899548,34.082805"
6004,"-117.6607,33.876257"
6005,"-117.499882,33.894896"
6006,"-117.375527,33.970026000000004"
6007,"-117.395146,33.946292"
6008,"-117.212492,34.261561"
6009,"-117.20873200000001,34.073935999999996"
6010,"-117.33651,34.134389"
6011,"-116.898247,34.082359000000004"
6012,"-117.54501599999999,34.072821999999995"
6013,"-117.39784099999999,33.886309000000004"
6014,"-117.39766599999999,33.880972"
6015,"-117.49555500000001,34.315882"
6016,"-119.687547,34.441746"
6017,"-117.34208500000001,33.988528"
6018,"-117.20013700000001,34.065247"
6019,"-116.826645,34.261986"
6020,"-117.204282,34.251712"
6021,"-117.38225200000001,33.864865"
6022,"-117.439748,34.187178"
6023,"-117.706915,34.046663"
6024,"-116.90142800000001,34.08253"
6025,"-117.71984499999999,34.048517"
6026,"-117.28653,34.20879"
6027,"-117.29001000000001,34.213497"
6028,"-117.275898,34.190172"
6029,"-117.39884199999999,33.730807"
6030,"-118.00007099999999,34.063556"
6031,"-117.98796499999999,34.094742"
6032,"-118.18615700000001,33.877264000000004"
6033,"-118.332467,34.262642"
6034,"-118.242414,33.873428000000004"
6035,"-118.237748,34.05482"
6036,"-118.17796200000001,33.814206"
6037,"-118.264251,34.046991"
6038,"-118.239175,34.025502"
6039,"-118.618347,34.491508"
6040,"-118.39469,33.981975"
6041,"-118.63603799999999,34.036894000000004"
6042,"-118.35696499999999,33.938183"
6043,"-117.983861,34.009809999999995"
6044,"-118.5996,34.442376"
6045,"-118.403754,34.20172"
6046,"-118.159502,34.487409"
6047,"-118.73101399999999,34.634133"
6048,"-118.38058899999999,34.227782"
6049,"-118.196998,34.024144"
6050,"-118.21185,33.766754"
6051,"-118.20723899999999,33.769591999999996"
6052,"-118.18236,33.876962"
6053,"-118.659355,34.101714"
6054,"-118.62635300000001,34.499092"
6055,"-118.659993,34.10196"
6056,"-118.198182,33.873511"
6057,"-118.22738700000001,34.63819"
6058,"-118.380152,34.226778"
6059,"-118.67644399999999,34.559031"
6060,"-118.22636499999999,34.082689"
6061,"-118.467716,34.289768"
6062,"-117.779375,34.073658"
6063,"-118.46815600000001,34.168771"
6064,"-118.36131699999999,33.933671000000004"
6065,"-118.24054699999999,34.091989"
6066,"-118.38438700000002,34.168577"
6067,"-118.280123,33.943233"
6068,"-118.11714599999999,33.947390000000006"
6069,"-118.380118,34.226777"
6070,"-118.089431,33.94865"
6071,"-118.16913000000001,34.033286"
6072,"-117.986097,34.049732"
6073,"-118.00034,34.066764"
6074,"-117.900466,34.095728"
6075,"-118.21986499999998,34.078664"
6076,"-118.20628300000001,33.842868"
6077,"-118.453442,34.027786"
6078,"-117.75362700000001,34.033394"
6079,"-118.109697,34.510954999999996"
6080,"-118.359024,33.932458000000004"
6081,"-118.073601,34.114409"
6082,"-118.269521,33.930104"
6083,"-118.20700500000001,33.823218"
6084,"-118.081728,33.919936"
6085,"-118.27188100000001,34.074152000000005"
6086,"-117.97415500000001,34.068639000000005"
6087,"-118.25186799999999,33.754044"
6088,"-118.142733,33.805251"
6089,"-118.80351599999999,34.150069"
6090,"-118.294347,33.859916"
6091,"-117.828804,34.120917999999996"
6092,"-118.214368,33.873389"
6093,"-118.150291,34.11925"
6094,"-118.098373,34.152725"
6095,"-118.19741599999999,33.873328"
6096,"-118.18983500000002,33.916309999999996"
6097,"-117.96359,33.996367"
6098,"-118.180173,34.033269"
6099,"-118.073453,34.146338"
6100,"-117.967729,34.03001"
6101,"-118.278609,33.89482"
6102,"-118.14839199999999,34.151569"
6103,"-118.21972199999999,34.037515"
6104,"-118.01746999999999,34.066201"
6105,"-118.18387,34.111231"
6106,"-118.43841499999999,34.264745"
6107,"-118.25433500000001,34.067108000000005"
6108,"-118.000076,34.051799"
6109,"-118.031906,34.030561"
6110,"-118.26386299999999,34.070565"
6111,"-117.916699,33.979308"
6112,"-117.88754499999999,34.121449"
6113,"-117.86061799999999,33.997931"
6114,"-117.994979,34.135368"
6115,"-118.265126,33.953796000000004"
6116,"-118.058571,34.602114"
6117,"-118.169844,34.044212"
6118,"-118.54078799999999,34.173272"
6119,"-118.44341100000001,34.221614"
6120,"-118.372596,34.221514"
6121,"-118.416583,34.296769"
6122,"-118.483603,34.446071"
6123,"-118.06938600000001,34.072453"
6124,"-117.88727,34.121448"
6125,"-118.274353,34.030781"
6126,"-117.73553999999999,34.024954"
6127,"-118.0117,33.930531"
6128,"-117.88775700000001,34.071849"
6129,"-117.453787,34.06684"
6130,"-118.01241499999999,33.941066"
6131,"-118.20245800000001,34.054475"
6132,"-118.295902,33.859715"
6133,"-118.29001699999999,33.859153000000006"
6134,"-118.27942900000001,33.77815"
