index,cur,lat,lon
83,"['33.951512', '-118.051409']",33.951512,-118.051409
84,"['34.093651', '-118.206329']",34.093651,-118.206329
85,"['34.055739', '-118.45223899999999']",34.055739,-118.45223899999999
86,"['33.782752', '-118.28080800000001']",33.782752,-118.28080800000001
87,"['34.035189', '-118.150117']",34.035189,-118.150117
88,"['34.028098', '-117.754149']",34.028098,-117.754149
89,"['34.026247', '-117.75353700000001']",34.026247,-117.75353700000001
90,"['34.068869', '-117.839455']",34.068869,-117.839455
91,"['34.491481', '-118.19828500000001']",34.491481,-118.19828500000001
92,"['34.102090000000004', '-118.24883200000001']",34.102090000000004,-118.24883200000001
93,"['34.775467', '-118.384974']",34.775467,-118.384974
94,"['33.902075', '-118.105066']",33.902075,-118.105066
95,"['33.924683', '-118.10396999999999']",33.924683,-118.10396999999999
96,"['34.059258', '-118.252587']",34.059258,-118.252587
97,"['33.985106', '-118.28070500000001']",33.985106,-118.28070500000001
98,"['34.068360999999996', '-118.216798']",34.068360999999996,-118.216798
99,"['33.825153', '-118.218579']",33.825153,-118.218579
100,"['34.005497999999996', '-117.96013700000002']",34.005497999999996,-117.96013700000002
101,"['34.235109', '-118.412351']",34.235109,-118.412351
102,"['33.974651', '-118.28099099999999']",33.974651,-118.28099099999999
103,"['34.095535999999996', '-118.244025']",34.095535999999996,-118.244025
104,"['34.071467', '-118.12298799999999']",34.071467,-118.12298799999999
105,"['33.892456', '-118.19306100000001']",33.892456,-118.19306100000001
106,"['34.047885', '-118.266682']",34.047885,-118.266682
107,"['33.912225', '-118.07340500000001']",33.912225,-118.07340500000001
108,"['34.018906', '-118.17388700000001']",34.018906,-118.17388700000001
109,"['33.825417', '-118.228404']",33.825417,-118.228404
110,"['33.876092', '-118.125184']",33.876092,-118.125184
111,"['34.179484', '-118.395326']",34.179484,-118.395326
112,"['33.887322999999995', '-118.343818']",33.887322999999995,-118.343818
113,"['34.036997', '-118.28399099999999']",34.036997,-118.28399099999999
114,"['34.6165', '-117.826885']",34.6165,-117.826885
115,"['34.081996999999994', '-118.223969']",34.081996999999994,-118.223969
116,"['34.102931', '-118.195043']",34.102931,-118.195043
117,"['34.047081', '-118.17678000000001']",34.047081,-118.17678000000001
118,"['34.077659000000004', '-117.998176']",34.077659000000004,-117.998176
119,"['34.028484999999996', '-118.228774']",34.028484999999996,-118.228774
120,"['34.03171', '-118.417106']",34.03171,-118.417106
121,"['34.031895', '-118.418599']",34.031895,-118.418599
122,"['34.054248', '-118.237831']",34.054248,-118.237831
123,"['33.987029', '-118.247727']",33.987029,-118.247727
124,"['34.362460999999996', '-118.55502800000001']",34.362460999999996,-118.55502800000001
125,"['33.802636', '-118.125354']",33.802636,-118.125354
126,"['34.072421999999996', '-117.926685']",34.072421999999996,-117.926685
127,"['34.168785', '-118.292133']",34.168785,-118.292133
128,"['33.930194', '-118.368526']",33.930194,-118.368526
129,"['33.806905', '-118.15085400000001']",33.806905,-118.15085400000001
130,"['33.996831', '-117.931031']",33.996831,-117.931031
131,"['34.293601', '-118.47023300000001']",34.293601,-118.47023300000001
132,"['34.269692', '-118.167654']",34.269692,-118.167654
133,"['34.154596000000005', '-118.820811']",34.154596000000005,-118.820811
134,"['33.902351', '-118.370304']",33.902351,-118.370304
135,"['33.997066', '-117.93118']",33.997066,-117.93118
136,"['33.967773', '-118.16464599999999']",33.967773,-118.16464599999999
137,"['34.0687', '-117.83949399999999']",34.0687,-117.83949399999999
138,"['34.035394000000004', '-118.26861799999999']",34.035394000000004,-118.26861799999999
139,"['34.003772999999995', '-118.280919']",34.003772999999995,-118.280919
140,"['34.330675', '-118.00032900000001']",34.330675,-118.00032900000001
141,"['33.856840000000005', '-118.28480900000001']",33.856840000000005,-118.28480900000001
142,"['33.858315999999995', '-118.299226']",33.858315999999995,-118.299226
143,"['34.15275', '-118.330256']",34.15275,-118.330256
144,"['33.96379', '-118.370099']",33.96379,-118.370099
145,"['34.112885999999996', '-117.920827']",34.112885999999996,-117.920827
146,"['34.072231', '-117.926699']",34.072231,-117.926699
147,"['33.805642', '-118.14253799999999']",33.805642,-118.14253799999999
148,"['33.982369', '-118.28040700000001']",33.982369,-118.28040700000001
149,"['33.813428', '-118.16766499999999']",33.813428,-118.16766499999999
150,"['34.233558', '-118.47295700000001']",34.233558,-118.47295700000001
151,"['33.876536', '-118.082241']",33.876536,-118.082241
152,"['33.759465999999996', '-118.23533']",33.759465999999996,-118.23533
153,"['34.171243', '-118.518511']",34.171243,-118.518511
154,"['34.17333', '-118.535977']",34.17333,-118.535977
155,"['34.077508', '-117.809317']",34.077508,-117.809317
156,"['34.338037', '-118.514649']",34.338037,-118.514649
157,"['33.766481', '-118.21373100000001']",33.766481,-118.21373100000001
158,"['33.87325', '-118.06013700000001']",33.87325,-118.06013700000001
159,"['34.027524', '-118.274639']",34.027524,-118.274639
160,"['33.90175', '-118.3703']",33.90175,-118.3703
161,"['33.794614', '-118.104619']",33.794614,-118.104619
162,"['33.928931', '-118.28107299999999']",33.928931,-118.28107299999999
163,"['33.790411', '-118.09935800000001']",33.790411,-118.09935800000001
164,"['34.120675', '-117.90758799999999']",34.120675,-117.90758799999999
165,"['34.044185', '-118.179875']",34.044185,-118.179875
166,"['33.796703', '-118.10779199999999']",33.796703,-118.10779199999999
167,"['34.028231', '-118.22993799999999']",34.028231,-118.22993799999999
168,"['33.864644', '-118.326397']",33.864644,-118.326397
169,"['33.859953000000004', '-118.309145']",33.859953000000004,-118.309145
170,"['33.855219', '-118.28202399999999']",33.855219,-118.28202399999999
171,"['34.098064', '-118.31461999999999']",34.098064,-118.31461999999999
172,"['34.098546', '-118.252252']",34.098546,-118.252252
173,"['33.916421', '-118.28603000000001']",33.916421,-118.28603000000001
174,"['34.072414', '-118.07292199999999']",34.072414,-118.07292199999999
175,"['33.993369', '-118.40366599999999']",33.993369,-118.40366599999999
176,"['33.989533', '-118.40071299999998']",33.989533,-118.40071299999998
177,"['34.066705', '-118.251433']",34.066705,-118.251433
178,"['33.796012', '-118.12523700000001']",33.796012,-118.12523700000001
179,"['34.762267', '-118.797504']",34.762267,-118.797504
180,"['34.135372', '-117.98627900000001']",34.135372,-117.98627900000001
181,"['34.185562', '-118.317908']",34.185562,-118.317908
182,"['34.038429', '-118.27382800000001']",34.038429,-118.27382800000001
183,"['34.135357', '-118.000743']",34.135357,-118.000743
184,"['34.265239', '-118.472021']",34.265239,-118.472021
185,"['34.048161', '-118.266002']",34.048161,-118.266002
186,"['34.273334999999996', '-118.54996399999999']",34.273334999999996,-118.54996399999999
187,"['34.019447', '-117.988225']",34.019447,-117.988225
188,"['34.076613', '-117.745202']",34.076613,-117.745202
189,"['34.153356', '-118.36401399999998']",34.153356,-118.36401399999998
190,"['34.171933', '-118.531775']",34.171933,-118.531775
191,"['34.179369', '-118.39503799999999']",34.179369,-118.39503799999999
192,"['34.074767', '-118.27338700000001']",34.074767,-118.27338700000001
193,"['34.032086', '-118.262248']",34.032086,-118.262248
194,"['34.031294', '-118.259846']",34.031294,-118.259846
195,"['34.076099', '-118.277831']",34.076099,-118.277831
196,"['33.898261', '-118.369954']",33.898261,-118.369954
197,"['33.900675', '-118.37435900000001']",33.900675,-118.37435900000001
198,"['33.822034', '-118.206833']",33.822034,-118.206833
199,"['34.137840000000004', '-118.073374']",34.137840000000004,-118.073374
200,"['33.928497', '-118.280409']",33.928497,-118.280409
201,"['33.902295', '-118.061311']",33.902295,-118.061311
202,"['34.234842', '-118.29093200000001']",34.234842,-118.29093200000001
203,"['34.182716', '-118.172518']",34.182716,-118.172518
204,"['34.259844', '-118.330101']",34.259844,-118.330101
205,"['33.968167', '-118.167854']",33.968167,-118.167854
206,"['33.917097999999996', '-118.10481100000001']",33.917097999999996,-118.10481100000001
207,"['33.997642', '-118.17679']",33.997642,-118.17679
208,"['34.169132', '-118.09828700000001']",34.169132,-118.09828700000001
209,"['33.960148', '-118.240798']",33.960148,-118.240798
210,"['33.877225', '-118.13383700000001']",33.877225,-118.13383700000001
211,"['34.631171', '-118.16086899999999']",34.631171,-118.16086899999999
212,"['33.930913000000004', '-118.17868']",33.930913000000004,-118.17868
213,"['34.019539', '-117.98803500000001']",34.019539,-117.98803500000001
214,"['34.081901', '-117.715678']",34.081901,-117.715678
215,"['33.892639', '-118.285854']",33.892639,-118.285854
216,"['34.028791999999996', '-118.22586899999999']",34.028791999999996,-118.22586899999999
217,"['33.949789', '-118.170526']",33.949789,-118.170526
218,"['34.154994', '-118.24007900000001']",34.154994,-118.24007900000001
219,"['34.152467', '-118.121278']",34.152467,-118.121278
220,"['34.035971', '-118.41933999999999']",34.035971,-118.41933999999999
221,"['33.931', '-118.28071399999999']",33.931,-118.28071399999999
222,"['34.272303', '-118.352929']",34.272303,-118.352929
223,"['34.274392', '-118.376287']",34.274392,-118.376287
224,"['34.058341', '-118.244351']",34.058341,-118.244351
225,"['33.922363', '-118.369019']",33.922363,-118.369019
226,"['33.872533000000004', '-118.202324']",33.872533000000004,-118.202324
227,"['33.876742', '-118.17350400000001']",33.876742,-118.17350400000001
228,"['34.442516999999995', '-118.604401']",34.442516999999995,-118.604401
229,"['33.901742999999996', '-118.36712800000001']",33.901742999999996,-118.36712800000001
230,"['34.150411', '-118.148905']",34.150411,-118.148905
231,"['34.018209000000006', '-118.17658200000001']",34.018209000000006,-118.17658200000001
232,"['34.014864', '-118.16899699999999']",34.014864,-118.16899699999999
233,"['34.129727', '-117.934386']",34.129727,-117.934386
234,"['34.132771000000005', '-117.95141699999999']",34.132771000000005,-117.95141699999999
235,"['33.998737', '-118.14758700000002']",33.998737,-118.14758700000002
236,"['34.16695', '-118.29989099999999']",34.16695,-118.29989099999999
237,"['33.812571000000005', '-118.28745900000001']",33.812571000000005,-118.28745900000001
238,"['33.924623', '-118.23897099999999']",33.924623,-118.23897099999999
239,"['33.940002', '-118.35086299999999']",33.940002,-118.35086299999999
240,"['34.148102', '-118.279574']",34.148102,-118.279574
241,"['34.146863', '-118.257903']",34.146863,-118.257903
242,"['33.941178', '-118.09671100000001']",33.941178,-118.09671100000001
243,"['34.135219', '-118.358888']",34.135219,-118.358888
244,"['34.053889', '-117.98671100000001']",34.053889,-117.98671100000001
245,"['33.7461', '-118.29222']",33.7461,-118.29222
246,"['34.121567999999996', '-117.69843999999999']",34.121567999999996,-117.69843999999999
247,"['34.087016999999996', '-117.94186699999999']",34.087016999999996,-117.94186699999999
248,"['34.689826000000004', '-117.827257']",34.689826000000004,-117.827257
249,"['34.545', '-118.655556']",34.545,-118.655556
250,"['34.56975', '-118.687751']",34.56975,-118.687751
251,"['33.910216', '-118.23165900000001']",33.910216,-118.23165900000001
252,"['34.277817999999996', '-118.60476799999999']",34.277817999999996,-118.60476799999999
253,"['33.947435999999996', '-118.279297']",33.947435999999996,-118.279297
254,"['34.135354', '-118.00081200000001']",34.135354,-118.00081200000001
255,"['33.893539000000004', '-118.046527']",33.893539000000004,-118.046527
256,"['33.862611', '-118.043516']",33.862611,-118.043516
257,"['34.147736', '-118.03166100000001']",34.147736,-118.03166100000001
258,"['34.070483', '-117.958228']",34.070483,-117.958228
259,"['33.846168', '-118.284346']",33.846168,-118.284346
260,"['34.690599', '-117.774025']",34.690599,-117.774025
261,"['33.842044', '-118.28596599999999']",33.842044,-118.28596599999999
262,"['34.15067', '-118.46824']",34.15067,-118.46824
263,"['34.059483', '-118.001377']",34.059483,-118.001377
264,"['34.190014', '-118.181024']",34.190014,-118.181024
265,"['33.984315', '-118.25207900000001']",33.984315,-118.25207900000001
266,"['33.878943', '-118.28523500000001']",33.878943,-118.28523500000001
267,"['33.924731', '-118.21000900000001']",33.924731,-118.21000900000001
268,"['33.912704', '-118.180194']",33.912704,-118.180194
269,"['34.164015', '-118.469503']",34.164015,-118.469503
270,"['34.008842', '-118.158573']",34.008842,-118.158573
271,"['34.194327', '-118.182736']",34.194327,-118.182736
272,"['34.027158', '-118.037596']",34.027158,-118.037596
273,"['34.004353', '-118.063689']",34.004353,-118.063689
274,"['33.938544', '-117.87700000000001']",33.938544,-117.87700000000001
275,"['33.884034', '-118.072778']",33.884034,-118.072778
276,"['34.029961', '-118.218515']",34.029961,-118.218515
277,"['34.037028', '-118.37748500000001']",34.037028,-118.37748500000001
278,"['34.322864', '-118.47908999999999']",34.322864,-118.47908999999999
279,"['34.170253', '-118.304446']",34.170253,-118.304446
280,"['34.110517', '-118.33440700000001']",34.110517,-118.33440700000001
281,"['34.161392', '-118.47001399999999']",34.161392,-118.47001399999999
282,"['34.043572', '-118.443615']",34.043572,-118.443615
283,"['34.017866999999995', '-118.052654']",34.017866999999995,-118.052654
284,"['34.660559', '-118.236403']",34.660559,-118.236403
285,"['33.93438', '-118.10026599999999']",33.93438,-118.10026599999999
286,"['34.069825', '-118.26132700000001']",34.069825,-118.26132700000001
287,"['33.989159', '-118.27937']",33.989159,-118.27937
288,"['33.986215', '-117.872482']",33.986215,-117.872482
289,"['34.152087', '-118.126824']",34.152087,-118.126824
290,"['34.152144', '-118.150577']",34.152144,-118.150577
291,"['34.151665', '-118.13225800000001']",34.151665,-118.13225800000001
292,"['34.126388', '-118.47539599999999']",34.126388,-118.47539599999999
293,"['34.607728', '-118.19216599999999']",34.607728,-118.19216599999999
294,"['34.150413', '-118.280699']",34.150413,-118.280699
295,"['34.073815', '-118.21926299999998']",34.073815,-118.21926299999998
296,"['33.916464000000005', '-118.37032099999999']",33.916464000000005,-118.37032099999999
297,"['33.996007', '-117.96803600000001']",33.996007,-117.96803600000001
298,"['34.094752', '-118.20596699999999']",34.094752,-118.20596699999999
299,"['34.0368', '-118.37754299999999']",34.0368,-118.37754299999999
300,"['34.118572', '-117.86545']",34.118572,-117.86545
301,"['34.114906', '-117.97797800000001']",34.114906,-117.97797800000001
302,"['34.120946999999994', '-117.890151']",34.120946999999994,-117.890151
303,"['34.513461', '-117.590621']",34.513461,-117.590621
304,"['34.031064', '-117.92575500000001']",34.031064,-117.92575500000001
305,"['34.463071', '-118.55581000000001']",34.463071,-118.55581000000001
306,"['34.024858', '-118.42835600000001']",34.024858,-118.42835600000001
307,"['34.28097', '-118.39984799999999']",34.28097,-118.39984799999999
308,"['34.119964', '-117.818817']",34.119964,-117.818817
309,"['34.201108000000005', '-118.47340600000001']",34.201108000000005,-118.47340600000001
310,"['34.057553000000006', '-118.254601']",34.057553000000006,-118.254601
311,"['34.063559999999995', '-117.818175']",34.063559999999995,-117.818175
312,"['34.221364', '-118.473097']",34.221364,-118.473097
313,"['34.221381', '-118.473302']",34.221381,-118.473302
314,"['33.932642', '-118.044175']",33.932642,-118.044175
315,"['34.063839', '-117.81195100000001']",34.063839,-117.81195100000001
316,"['33.849795', '-118.284821']",33.849795,-118.284821
317,"['34.045912', '-118.176933']",34.045912,-118.176933
318,"['33.846169', '-118.284966']",33.846169,-118.284966
319,"['33.822103000000006', '-118.19630500000001']",33.822103000000006,-118.19630500000001
320,"['33.928927', '-118.28164699999999']",33.928927,-118.28164699999999
321,"['33.831552', '-118.29918700000002']",33.831552,-118.29918700000002
322,"['34.068283', '-118.150994']",34.068283,-118.150994
323,"['34.058503', '-118.177683']",34.058503,-118.177683
324,"['34.084539', '-118.600059']",34.084539,-118.600059
325,"['34.124074', '-118.598666']",34.124074,-118.598666
326,"['34.121777', '-118.595299']",34.121777,-118.595299
327,"['34.114946999999994', '-117.977632']",34.114946999999994,-117.977632
328,"['34.175104', '-118.308532']",34.175104,-118.308532
329,"['34.011075', '-118.281251']",34.011075,-118.281251
330,"['34.130884', '-117.92896299999998']",34.130884,-117.92896299999998
331,"['33.991461', '-118.282669']",33.991461,-118.282669
332,"['33.824489', '-118.28746699999999']",33.824489,-118.28746699999999
333,"['34.072742', '-117.784012']",34.072742,-117.784012
334,"['34.154467', '-118.37773100000001']",34.154467,-118.37773100000001
335,"['33.974758', '-118.252058']",33.974758,-118.252058
336,"['34.071090000000005', '-117.75941']",34.071090000000005,-117.75941
337,"['34.147094', '-118.225994']",34.147094,-118.225994
338,"['33.931304', '-118.387505']",33.931304,-118.387505
339,"['34.164903', '-118.38278600000001']",34.164903,-118.38278600000001
340,"['34.107331', '-118.186632']",34.107331,-118.186632
341,"['33.810373999999996', '-118.081584']",33.810373999999996,-118.081584
342,"['34.172114', '-118.46751']",34.172114,-118.46751
343,"['33.876142', '-118.16857399999999']",33.876142,-118.16857399999999
344,"['34.154133', '-118.46795800000001']",34.154133,-118.46795800000001
345,"['33.902803000000006', '-118.367042']",33.902803000000006,-118.367042
346,"['34.067', '-118.40959099999999']",34.067,-118.40959099999999
347,"['33.873602000000005', '-118.214423']",33.873602000000005,-118.214423
348,"['34.077996999999996', '-117.81388799999999']",34.077996999999996,-117.81388799999999
349,"['34.014103000000006', '-118.15919299999999']",34.014103000000006,-118.15919299999999
350,"['33.884042', '-118.028953']",33.884042,-118.028953
351,"['34.269661', '-118.44667700000001']",34.269661,-118.44667700000001
352,"['34.037999', '-118.276449']",34.037999,-118.276449
353,"['34.271842', '-118.47213799999999']",34.271842,-118.47213799999999
354,"['34.25727', '-118.47233899999999']",34.25727,-118.47233899999999
355,"['34.024803000000006', '-118.169474']",34.024803000000006,-118.169474
356,"['34.748222', '-118.79583600000001']",34.748222,-118.79583600000001
357,"['34.134431', '-117.95700500000001']",34.134431,-117.95700500000001
358,"['33.88405', '-118.351925']",33.88405,-118.351925
359,"['34.036437', '-118.18461599999999']",34.036437,-118.18461599999999
360,"['34.035807', '-117.96116599999999']",34.035807,-117.96116599999999
361,"['34.203819', '-117.675546']",34.203819,-117.675546
362,"['33.779006', '-118.28009499999999']",33.779006,-118.28009499999999
363,"['33.890806', '-118.361313']",33.890806,-118.361313
364,"['34.135466', '-117.965352']",34.135466,-117.965352
365,"['33.831592', '-118.287232']",33.831592,-118.287232
366,"['33.944518', '-118.098707']",33.944518,-118.098707
367,"['33.808924', '-118.28749599999999']",33.808924,-118.28749599999999
368,"['34.068247', '-117.800899']",34.068247,-117.800899
369,"['33.856753999999995', '-118.284625']",33.856753999999995,-118.284625
370,"['34.115846999999995', '-118.592104']",34.115846999999995,-118.592104
371,"['33.899038', '-118.104902']",33.899038,-118.104902
372,"['34.380969', '-118.57076399999998']",34.380969,-118.57076399999998
373,"['34.085334', '-118.231528']",34.085334,-118.231528
374,"['34.526244', '-118.44238600000001']",34.526244,-118.44238600000001
375,"['33.928871', '-118.36854199999999']",33.928871,-118.36854199999999
376,"['34.032606', '-118.220771']",34.032606,-118.220771
377,"['33.960068', '-118.28268700000001']",33.960068,-118.28268700000001
378,"['34.144961', '-118.227253']",34.144961,-118.227253
379,"['34.491873', '-118.28276399999999']",34.491873,-118.28276399999999
380,"['34.028467', '-118.22993799999999']",34.028467,-118.22993799999999
381,"['34.156423', '-118.257943']",34.156423,-118.257943
382,"['34.035697', '-118.21888799999999']",34.035697,-118.21888799999999
383,"['34.107766999999996', '-118.18615']",34.107766999999996,-118.18615
384,"['34.060891999999996', '-117.80473500000001']",34.060891999999996,-117.80473500000001
385,"['34.067871999999994', '-118.029129']",34.067871999999994,-118.029129
386,"['33.970894', '-118.217798']",33.970894,-118.217798
387,"['34.051287', '-118.26106399999999']",34.051287,-118.26106399999999
388,"['34.038521', '-118.275403']",34.038521,-118.275403
389,"['34.004798', '-118.350623']",34.004798,-118.350623
390,"['33.86893', '-118.284779']",33.86893,-118.284779
391,"['34.040760999999996', '-118.221349']",34.040760999999996,-118.221349
392,"['34.036770000000004', '-118.28625']",34.036770000000004,-118.28625
393,"['34.053178', '-118.229234']",34.053178,-118.229234
394,"['34.162153', '-118.630377']",34.162153,-118.630377
395,"['33.896214', '-118.18765400000001']",33.896214,-118.18765400000001
396,"['34.055686', '-118.451951']",34.055686,-118.451951
397,"['33.942289', '-118.300265']",33.942289,-118.300265
398,"['34.156661', '-118.413771']",34.156661,-118.413771
399,"['34.042994', '-118.220973']",34.042994,-118.220973
400,"['34.065158000000004', '-118.000227']",34.065158000000004,-118.000227
401,"['33.929475', '-118.24624299999999']",33.929475,-118.24624299999999
402,"['34.036861', '-118.22153899999999']",34.036861,-118.22153899999999
403,"['34.052483', '-118.259318']",34.052483,-118.259318
404,"['34.049561', '-118.213986']",34.049561,-118.213986
405,"['34.029561', '-118.25615900000001']",34.029561,-118.25615900000001
406,"['33.888335999999995', '-118.28576299999999']",33.888335999999995,-118.28576299999999
407,"['34.027246000000005', '-118.167133']",34.027246000000005,-118.167133
408,"['33.862306', '-118.199285']",33.862306,-118.199285
409,"['34.04912', '-118.22209199999999']",34.04912,-118.22209199999999
410,"['34.023585', '-118.242947']",34.023585,-118.242947
411,"['34.105524', '-118.32691899999999']",34.105524,-118.32691899999999
412,"['33.87608', '-118.12898899999999']",33.87608,-118.12898899999999
413,"['34.033325', '-118.16376100000001']",34.033325,-118.16376100000001
414,"['33.877019', '-118.14268600000001']",33.877019,-118.14268600000001
415,"['34.031307', '-118.163501']",34.031307,-118.163501
416,"['33.876453000000005', '-118.102364']",33.876453000000005,-118.102364
417,"['33.91706', '-118.046656']",33.91706,-118.046656
418,"['34.133075', '-118.352506']",34.133075,-118.352506
419,"['33.881387', '-118.10377700000001']",33.881387,-118.10377700000001
420,"['34.127583', '-118.273705']",34.127583,-118.273705
421,"['34.128417', '-118.347222']",34.128417,-118.347222
422,"['34.049636', '-118.214155']",34.049636,-118.214155
423,"['34.058917', '-118.21481499999999']",34.058917,-118.21481499999999
424,"['34.043031', '-118.21722']",34.043031,-118.21722
425,"['34.138228000000005', '-118.724527']",34.138228000000005,-118.724527
426,"['33.749731', '-118.272155']",33.749731,-118.272155
427,"['34.023644', '-118.172697']",34.023644,-118.172697
428,"['34.035486', '-118.170142']",34.035486,-118.170142
429,"['34.016742', '-118.173354']",34.016742,-118.173354
430,"['34.062484999999995', '-118.165089']",34.062484999999995,-118.165089
431,"['34.275192', '-118.536193']",34.275192,-118.536193
432,"['33.964275', '-118.12021100000001']",33.964275,-118.12021100000001
433,"['34.134382', '-117.957586']",34.134382,-117.957586
434,"['34.095511', '-118.243711']",34.095511,-118.243711
435,"['34.087198', '-118.234118']",34.087198,-118.234118
436,"['34.010048', '-118.15965']",34.010048,-118.15965
437,"['34.070295', '-117.96148000000001']",34.070295,-117.96148000000001
438,"['34.088594', '-118.475404']",34.088594,-118.475404
439,"['33.982958', '-118.437955']",33.982958,-118.437955
440,"['33.994046999999995', '-117.90519499999999']",33.994046999999995,-117.90519499999999
441,"['33.912056', '-118.15983600000001']",33.912056,-118.15983600000001
442,"['33.989163', '-118.282657']",33.989163,-118.282657
